STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,CURRENCY,Currency,BASE_PER,Base period,METHODOLOGY,Methodology,DECIMALS,Decimals,PRICE_BASE,Price base,ADJUSTMENT,Adjustment
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ROU,Romania,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,0.677831582453948,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ROU,Romania,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,-0.131538132742492,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ROU,Romania,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,2.52814235543421,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,SAU,Saudi Arabia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,0.570512614211466,,,,PA,Percent per annum,0,Units,,,2023,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,SAU,Saudi Arabia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,2.59535634835338,,,,PA,Percent per annum,0,Units,,,2023,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,SAU,Saudi Arabia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,4.49578115506341,,,,PA,Percent per annum,0,Units,,,2023,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,SAU,Saudi Arabia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,3.18496822325935,,,,PA,Percent per annum,0,Units,,,2023,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,SAU,Saudi Arabia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,4.33448392025865,,,,PA,Percent per annum,0,Units,,,2023,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,THA,Thailand,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,2.24104622369923,,,,PA,Percent per annum,0,Units,,,2002,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,THA,Thailand,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,2.94331064639695,,,,PA,Percent per annum,0,Units,,,2002,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,THA,Thailand,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,2.40811081285027,,,,PA,Percent per annum,0,Units,,,2002,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,THA,Thailand,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,1.70933204949051,,,,PA,Percent per annum,0,Units,,,2002,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,THA,Thailand,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,2.11554020022776,,,,PA,Percent per annum,0,Units,,,2002,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IND,India,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,7.21022462933227,,,,PA,Percent per annum,0,Units,,,2022,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IND,India,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,7.09927893177063,,,,PA,Percent per annum,0,Units,,,2022,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IND,India,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,7.61112486006871,,,,PA,Percent per annum,0,Units,,,2022,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IND,India,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,6.26697865687736,,,,PA,Percent per annum,0,Units,,,2022,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IND,India,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,6.40306171974522,,,,PA,Percent per annum,0,Units,,,2022,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,HUN,Hungary,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,-0.817107370784058,,,,PA,Percent per annum,0,Units,,,2021,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,HUN,Hungary,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,0.709070599331213,,,,PA,Percent per annum,0,Units,,,2021,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,HUN,Hungary,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,0.509542309646136,,,,PA,Percent per annum,0,Units,,,2021,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,HUN,Hungary,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,1.55378738159007,,,,PA,Percent per annum,0,Units,,,2021,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,HUN,Hungary,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,1.97304539579397,,,,PA,Percent per annum,0,Units,,,2021,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LTU,Lithuania,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,0.739537183688995,,,,PA,Percent per annum,0,Units,,,2021,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LTU,Lithuania,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,3.03019617578252,,,,PA,Percent per annum,0,Units,,,2021,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LTU,Lithuania,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,2.92007588923427,,,,PA,Percent per annum,0,Units,,,2021,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LTU,Lithuania,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,2.84041218132559,,,,PA,Percent per annum,0,Units,,,2021,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LTU,Lithuania,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,1.96058421356622,,,,PA,Percent per annum,0,Units,,,2021,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,PRT,Portugal,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,3.09998734768297,,,,PA,Percent per annum,0,Units,,,2021,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,PRT,Portugal,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,2.21459267963986,,,,PA,Percent per annum,0,Units,,,2021,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,PRT,Portugal,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,1.86448006511601,,,,PA,Percent per annum,0,Units,,,2021,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,PRT,Portugal,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,1.75959070469403,,,,PA,Percent per annum,0,Units,,,2021,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,PRT,Portugal,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,1.74708548090594,,,,PA,Percent per annum,0,Units,,,2021,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,NLD,Netherlands,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,-0.585441431815255,,,,PA,Percent per annum,0,Units,,,2021,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,NLD,Netherlands,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,1.06589022308781,,,,PA,Percent per annum,0,Units,,,2021,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,NLD,Netherlands,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,1.7947215448475,,,,PA,Percent per annum,0,Units,,,2021,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,NLD,Netherlands,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,0.978260997956212,,,,PA,Percent per annum,0,Units,,,2021,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,NLD,Netherlands,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,1.43891622786325,,,,PA,Percent per annum,0,Units,,,2021,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CZE,Czechia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,0.170782535941811,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CZE,Czechia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,1.12756171404753,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CZE,Czechia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,2.64740932585072,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CZE,Czechia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,1.8543516697591,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CZE,Czechia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,2.10607170729615,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,DNK,Denmark,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,0.60458782467191,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,DNK,Denmark,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,3.47783608318372,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,DNK,Denmark,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,2.92843311280166,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,DNK,Denmark,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,2.54820026484478,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,DNK,Denmark,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,1.4857955491578,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,EST,Estonia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,-2.81560428203839,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,EST,Estonia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,-0.101844646443652,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,EST,Estonia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,0.522454714936558,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,EST,Estonia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,1.81840666992106,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,EST,Estonia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,2.7169896476171,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,DEU,Germany,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,-0.674637423574836,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,DEU,Germany,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,-0.471876493752674,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,DEU,Germany,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,0.3448104612348,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,DEU,Germany,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,0.655989095017631,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,DEU,Germany,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,1.11975165649274,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,GRC,Greece,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,2.13591030103377,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,GRC,Greece,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,2.08655399264913,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,GRC,Greece,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,2.07311471481067,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,GRC,Greece,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,1.87632859925738,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,GRC,Greece,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,2.04174849091235,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,2.06271999997695,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,0.95364000002462,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,2.93099999997952,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,3.30289931525093,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,5.61381087874854,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,-0.941602929079679,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,-0.0370620028321582,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,2.13787179586367,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,1.88629529345468,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,2.2393126950128,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,POL,Poland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,0.160276789747158,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,POL,Poland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,3.10057503491056,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,POL,Poland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,3.63192408630005,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,POL,Poland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,3.04098674771723,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,POL,Poland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,2.62210032998111,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,SVK,Slovak Republic,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,2.11263633214959,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,SVK,Slovak Republic,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,1.93867445549446,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,SVK,Slovak Republic,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,0.807418690144758,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,SVK,Slovak Republic,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,0.707739870397916,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,SVK,Slovak Republic,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,1.57851704922683,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CHE,Switzerland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,0.875166364044816,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CHE,Switzerland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,1.38931125539347,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CHE,Switzerland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,1.27180270639835,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CHE,Switzerland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,1.12628047185176,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CHE,Switzerland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,1.51554691011447,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ESP,Spain,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,2.46077800946448,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ESP,Spain,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,3.45525405630192,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ESP,Spain,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,2.82502762597703,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ESP,Spain,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,2.19168062345206,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ESP,Spain,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,1.66990175811124,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,1.58302378653829,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,2.00360202917634,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,0.961398564166871,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,2.63042316286754,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,1.94194557395251,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,JPN,Japan,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,0.720785180847841,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
